2	3		0.00033386	38.85928608	6.61
13	19		0.00355446	38.30408636	6.53
18	25	 	0.00529102	-44.29029741	6.28
23	34	 	0.00663131	26.91823821	6.43
29	43	 	0.00860593	59.55973786	6.18
34	50		0.0095247	-53.09766277	6.49
45	63	 	0.01211663	45.25333305	6.36
76	106	 	0.02201097	49.98158501	6.22
96	128		0.02758431	73.61187664	6.5
98	133		0.02822459	-40.14866597	6.62
100	136		0.02857615	24.2531808	6.6
101	137	 	0.02884595	42.36714821	6.25
136	181		0.03825444	60.7031946	6.77
141	186	 	0.04004652	8.9568336	6.33
176	238	 	0.04928494	-20.04607402	6.25
187	253	 	0.05217149	-24.14513788	6.46
188	254		0.0523113	42.74791705	6.73
191	258		0.05368853	17.55239698	6.59
201	274	 	0.0571436	63.64052431	6.24
224	302	 	0.06434093	66.71220273	6.31
253	345	 	0.07230497	-29.26883006	6.38
267	365	 	0.07683225	42.09256148	6.11
285	394	 	0.08144852	34.65955259	6.11
289	398		0.08193512	58.53217392	6.61
290	399	 	0.08220199	26.64879958	6.25
301	410		0.08364842	27.67479979	6.47
307	417	 	0.08438794	-0.50290553	6.32
314	424		0.0860502	45.22907883	6.71
367	502		0.10014949	28.27696051	6.62
373	508		0.10118211	40.41853643	6.65
381	518	 	0.10431626	58.43668966	6.43
395	540		0.10987378	28.55343687	6.68
397	544	 	0.11014736	29.02193518	6.14
406	560	 	0.1138957	-23.10742543	6.19
434	602	 	0.12174257	-17.38703103	6.2
457	626		0.12720594	40.14799609	6.73
465	635	 	0.12891543	-2.54868621	6.43
487	664	 	0.13669219	-2.44769895	6.18
507	695		0.14246332	63.20404897	6.41
508	696	 	0.14263548	-17.57804019	6.11
511	699	 	0.1447282	36.62742794	6.21
524	716	 	0.14779692	25.46285169	6.24
532	728		0.15004367	28.24755645	6.47
534	730	 	0.15065212	-54.00196301	6.32
550	760	 	0.15550801	79.71464113	6.01
576	798		0.16447101	-62.29683686	6.34
617	857	 	0.17490535	57.16549747	6.74
620	860		0.17629219	59.67341444	6.7
623	865	 	0.17730819	-73.22443438	6.66
654	902		0.18552641	57.58791462	6.68
658	906		0.18600847	-3.32135959	6.74
707	966		0.19892382	-42.17203471	6.53
708	967	 	0.19973115	48.15237121	6.18
710	969		0.20036669	23.47174032	6.58
714	973		0.20083976	-13.81313737	6.56
743	1009		0.20946774	44.70724772	6.5
753	1026		0.21332317	46.09543717	6.63
756	1030	 	0.21395678	37.69366311	6.71
768	1046		0.21775397	-22.47020965	6.66
774	1057		0.2193093	16.92165199	6.52
779	1063		0.22017786	62.04092419	6.63
791	1076	 	0.22331477	26.98762497	6.24
808	1099	 	0.22899432	-26.28498303	6.14
816	1107		0.22988621	1.38362257	6.79
828	1123	 	0.23396846	33.20608481	6.22
842	1140		0.23741958	-55.06959061	6.66
847	1146		0.23911282	-62.77197869	6.63
860	1164		0.24269236	41.03258105	6.68
869	1176		0.24455248	-14.80514201	6.63
881	1192		0.24883192	-3.02735083	6.64
882	1193	 	0.24885295	22.28425185	6.25
884	1195	 	0.24950213	-34.90419374	6.17
885	1196	 	0.24966158	8.8210228	6.02
895	1208	 	0.25192434	31.53573771	6.34
899	1215	 	0.25293184	27.28347715	6.35
910	1233		0.254952	44.20339841	6.76
933	1269		0.26524211	61.00019736	6.43
934	1268	 	0.26526011	-75.91160944	6.49
948	1292	 	0.26978921	-79.85104079	6.6
950	1296	 	0.27052352	76.95076267	6.35
953	1302	 	0.27263904	43.59510616	6.12
966	1319	 	0.27612701	8.24018997	6.12
974	1330		0.2783565	-32.68837302	6.67
975	1331	 	0.27842988	-20.21005714	6.5
982	1339		0.2793545	10.24475802	6.51
984	1342	 	0.28005362	-78.78009243	6.78
991	1352		0.281659	49.46192856	6.52
1022	1392		0.29013983	8.87633388	6.66
1027	1402	 	0.292414	-19.05108585	6.46
1036	1415	 	0.29529601	51.43309422	6.11
1039	1421	 	0.29656814	1.68870485	6.19
1050	1439		0.29897513	12.77151352	6.54
1053	1444	 	0.29962023	-13.45563887	6.5
1065	1464		0.30470752	-21.1384553	6.69
1066	1465	 	0.3047959	11.20628336	6.07
1069	1469		0.30511518	-36.50989445	6.67
1093	1499	 	0.31156155	-8.05265094	6.46
1095	1501	 	0.31170834	43.79114781	6.1
1096	1502	 	0.31181164	-43.2355705	6.33
1143	1575	 	0.32821645	40.72950687	6.35
1157	1595		0.33230097	16.25090005	6.6
1162	1600		0.33414716	-17.70041723	6.73
1165	1603	 	0.33476921	48.86548463	6.53
1192	1639		0.34192271	48.96864118	6.46
1196	1644		0.34280934	56.5569624	6.73
1208	1660		0.34682698	-23.63022915	6.78
1217	1670	 	0.34850351	10.97696797	6.57
1257	1725		0.36178949	67.82302547	6.55
1287	1766		0.37256049	-50.99260286	6.68
1291	1772	 	0.3737348	13.48243411	6.25
1301	1795		0.3799895	-39.26235447	6.75
1305	1803	 	0.38098693	-12.20958506	6.38
1309	1809		0.38260119	38.75427442	6.69
1314	1821		0.38454205	-15.94261714	6.43
1321	1830	 	0.38683138	-31.03578185	6.55
1360	1892		0.39814329	60.96163429	6.57
1368	1905		0.40146461	44.26474444	6.66
1391	1939	 	0.40824146	-2.2189614	6.08
1396	1948		0.4105961	14.31552048	6.48
1398	1952		0.41102001	31.37308234	6.76
1453	2024		0.42826398	54.9942118	6.78
1454	2025		0.42830241	7.69123126	6.77
1473	2058		0.43435695	20.14683498	6.67
1483	2074		0.43669477	56.77934	6.71
1494	2086		0.43937192	-18.69360316	6.24
1502	2100	 	0.4437148	-0.04953631	6.16
1503	2101		0.4442918	56.64120708	6.58
1527	2135		0.4512524	25.04210825	6.66
1530	2142		0.45203006	80.05214787	6.53
1551	2178		0.45861529	16.02545897	6.44
1557	2184		0.46042721	-20.13453647	6.78
1576	2213		0.46624437	19.51408099	6.4
1583	2224	 	0.47019243	16.44510093	6.05
1586	2227		0.47059583	-29.04020581	6.75
1592	2235	 	0.47223115	10.1903414	6.05
1594	2237	 	0.47254711	-20.33477667	6.44
1608	2256	 	0.47860581	-50.53284634	6.26
1616	2270	 	0.48240698	36.89970105	6.28
1656	2330	 	0.49694249	-32.11592585	6.59
1661	2337	 	0.4977246	-14.86402653	6.15
1673	2358		0.50241562	4.86007602	6.52
1688	2388	 	0.50772994	-40.93962515	6.18
1691	2392		0.5081297	-39.51835788	6.6
1711	2422	 	0.51505442	77.01948785	6.18
1724	2440		0.51774339	55.7028211	6.57
1734	2455		0.52025112	43.94655192	6.76
1745	2474	 	0.52366717	66.51962673	6.18
1790	2539		0.53723448	34.99394306	6.74
1800	2553	 	0.54077398	43.49481723	6.69
1806	2560		0.54220094	18.79507188	6.79
1811	2565	 	0.54293522	27.58077717	6.68
1814	2572		0.54427505	-25.35958222	6.72
1823	2583	 	0.54696939	28.28022584	6.26
1850	2628	 	0.55533434	70.98184763	6.41
1851	2629	 	0.55645149	-71.26621472	6.11
1872	2663		0.56218028	-35.00082229	6.41
1892	2695		0.56965482	10.29958061	6.76
1901	2707	 	0.5735795	66.75035211	6.47
1921	2734	 	0.58205772	13.37126922	6.39
1934	2753		0.58600869	36.83227188	6.58
1960	2789	 	0.59258772	-54.82174811	6.04
1989	2832	 	0.59857812	13.20750244	6.32
1995	2843		0.60047824	-5.57045671	6.72
1997	2846	 	0.60088764	-14.97289122	6.45
2003	2852	 	0.60191737	-22.84221094	6.06
2013	2865	 	0.60558009	27.25479152	6.51
2031	2889	 	0.6104425	-65.12442483	6.43
2032	2888	 	0.61045359	-49.13200111	6.79
2042	2901		0.61293053	54.95739709	6.77
2046	2907		0.613788	-76.30957103	6.72
2059	2926	 	0.61866706	24.01424837	6.18
2068	2937	 	0.62171552	-54.3938098	6.4
2072	2941	 	0.62216307	-24.76722545	6.23
2080	2954	 	0.62512179	3.13549746	6.43
2113	2994		0.63460192	-0.50350326	6.64
2133	3025		0.64217583	-20.29659798	6.73
2137	3030		0.64262384	60.32478527	6.77
2148	3045		0.64489012	46.95682893	6.72
2157	3056		0.64687399	-25.10776606	6.43
2158	3058		0.64701417	59.82616136	6.72
2208	3132	 	0.66326523	82.4935747	6.38
2210	3137	 	0.66442077	-44.79633326	6
2215	3142	 	0.66599768	-33.96118617	6.68
2217	3145		0.66652033	76.87117021	6.73
2240	3175	 	0.67459915	-16.51659767	6.49
2249	3185	 	0.67566772	-23.80399309	6.15
2250	3188		0.67592445	-29.42087891	6.75
2280	3236		0.68665185	9.35530818	6.52
2282	3240		0.68687339	52.19773368	6.74
2299	3266		0.69290866	-25.19645782	6.55
2301	3269	 	0.69332646	24.62906534	6.06
2334	3316		0.70403012	-11.80479985	6.78
2344	3334	 	0.70861371	58.75343124	6.18
2363	3356	 	0.71191387	-38.46346745	6.05
2373	3369		0.71409978	-9.92163939	6.63
2375	3371		0.71465846	16.66266875	6.56
2413	3436	 	0.73058015	-12.01130744	6.01
2418	3445		0.73416851	70.82348009	6.75
2442	3489	 	0.74208985	-62.49760602	6.06
2443	3490		0.74315202	-78.08217284	6.61
2448	3497	 	0.74417897	-65.64771794	6.54
